Event ID,Database,ID,Date/Time,Nearest town,State,Latitude,Longitude,Comments,,,,,,,
23744,Wind,5630,27/01/2010 5:20,FERNSIDE,NSW,-28.7817,153.1678,Storm spotter reported winds around 100-110 km/h (estimated) at Fernside (10km west of Lismore) on 27/1/10. Time estimated as 0520Z from radar.,,,,,,,
23744,Hail,3057,27/01/2010 5:20,FERNSIDE,NSW,-28.7817,153.1678,3cm hail reported by spotter and Fernside (10km west of Lismore) on 27/1/10. Time estimated as 0520Z from radar.,,,,,,,
23744,Rain,3387,27/01/2010 5:24,GOOLMANGAR CREEK,NSW,-28.6484,153.2178,45 mm of rain in 30 min recorded at Goolmangar Creek rain gauge between 0524 and 0554 UTC on 27/1/10.,,,,,,,
23745,Hail,3059,27/01/2010 11:00,WOOLBROOK,NSW,-30.9651,151.3511,"Hail larger than golf balls (assumed size about 5cm - golf ball 4.2cm) reported from several properties in the Woolbrook/Ingleba area (NT) with roofs and gutters damaged, windows and skylights smashed and leaves stripped off trees.",,,,,,,
23746,Rain,3389,27/01/2010 4:15,KELPIE POINT,NSW,-33.8651,150.2512,67mm of rain reccorded at Kelpie Point rain gauge on Cox's River between 0415 and 0445 UTC.,,,,,,,
23746,Hail,3060,27/01/2010 5:30,SUNNY CORNER,NSW,-33.3817,149.8846,3-4cm hail reported from Sunny Corner (east of Bathurst) before 5pm local time - estimated as 4:30pm from radar.,,,,,,,
23747,Wind,5632,27/01/2010 4:55,ORANGE,NSW,-33.2817,149.1012,"Weatherzone poster reported thunderstorm at Orange with trees down, flash flooding in creeks and some hail (unspecified size) in 20 minutes before 4:15pm on 27/1/10.",,,,,,,
23747,Rain,3390,27/01/2010 4:55,ORANGE,NSW,-33.2817,149.1012,"Weatherzone poster reported thunderstorm at Orange with trees down, flash flooding in creeks and some hail (unspecified size) in 20 minutes before 4:15pm on 27/1/10.",,,,,,,
23748,Hail,3064,28/01/2010 5:30,LAWSON,NSW,-33.7151,150.4346,3cm hail reported at Lawson at 4:30pm (local) for 15 minutes on 28/1/10.,,,,,,,
23748,Hail,3061,28/01/2010 5:45,WINMALEE,NSW,-33.6817,150.6012,50 c coin size hail reported from Winmalee at 4:45pm (local) on 28/1/10.,,,,,,,
23748,Hail,3062,28/01/2010 5:45,FAULCONBRIDGE,NSW,-33.6984,150.5346,20 c coin size hail reported from Faulconbridge at 4:45pm (local) on 28/1/10.,,,,,,,
23748,Wind,5633,28/06/2010 9:14,CESSNOCK AERODROME,NSW,-32.7817,151.3345,49 knot wind gust recorded at Cessnock airport AWS at 0914 UTC on 29/1/10.,,,,,,,
23749,Hail,3063,28/01/2010 6:15,MEDWAY,NSW,-34.4817,150.2679,5cm hail reported west of Medway at 5:15pm (local) on 28/1/10.,,,,,,,
23750,Hail,3065,28/01/2010 7:30,LOOMBERAH,NSW,-31.2317,151.0178,5.5cm hail reported at Loomberah at 6:30pm (local) on 28/1/10.,,,,,,,
23750,Wind,5634,28/06/2010 7:30,LOOMBERAH,NSW,-31.2317,151.0178,"Winds from a storm at Loomberah at 6:30pm (local) on 28/1/10 estimated at 75km/h (below severe threshold) but results suggested higher peak speed at least somewhere nearby - BBQ, table and chairs in garden blown over and also caused a power outage.",,,,,,,
23751,Hail,3066,28/01/2010 8:20,CASINO,NSW,-28.8484,153.0511,Golf ball sized hail reported from SW of Casino at 7:20pm on 28/1/10.,,,,,,,
23752,Wind,5635,31/01/2010 8:48,DUBBO AIRPORT,NSW,-32.2067,148.5762,55 knot wind gust recorded at Dubbo airport AWS at 0848 UTC on 31/1/10.,,,,,,,
23753,Tornado,1090,4/02/2010 5:45,ARMIDALE,NSW,-30.5151,151.665,Funnel cloud seen from a distance of about 7km on northern edge of a small storm cell forming.,,,,,,,
23754,Rain,3391,4/02/2010 0:00,BULLABURRA,NSW,-33.7317,150.4179,"Landslides reported at Bullaburra, Wentworth Falls and Woodford at about 4pm on 4/2/10 from preceding rain which probably started at least as early as 00Z judging by radar. 105mm of rain reported in about 7 hours from storm spotter at Bullaburra",,,,,,,
23754,Rain,3392,4/02/2010 0:00,WENTWORTH FALLS,NSW,-33.7151,150.3679,"Landslides reported at Bullaburra, Wentworth Falls and Woodford at about 4pm (0500 UTC) on 4/2/10 from preceding rain which probably started at least as early as 00 UTC judging by radar. 113.5mm of rain reported since 9am"" at 6pm by storm spotter at Wentworth Falls.""",,,,,,,
23755,Rain,3393,5/02/2010 1:30,GOSFORD,NSW,-33.4234,151.3414,"Flash flooding on roads, gutters overflowing, blackouts, traffic lights out reported by storm spotter at Gosford due to heavy rain at 0225 and 0320 UTC. Radar indicates storm started about 0130 UTC and continues to about 0345 UTC.",,,,,,,
23756,Rain,3394,5/02/2010 7:35,FAULCONBRIDGE,NSW,-33.6984,150.5346,54mm of rain reported at Faulconbridge in 1 hour to 0835 UTC on 5/2/10.,,,,,,,
23756,Rain,3395,5/02/2010 8:30,LAPSTONE,NSW,-33.7734,150.6346,Flash flooding reported at Lapstone in 1/2 hour from 0830 to 0900 UTC on 5/2/10.,,,,,,,
23757,Rain,3396,6/02/2010 9:25,MULLUMBIMBY,NSW,-28.5484,153.5011,58 mm of rain recorded at Mullumbimby in 1 hour up to 9:25pm (local).,,,,,,,
23758,Wind,5636,10/02/2010 5:10,NUMERALLA,NSW,-36.1651,149.3346,Storm spotter reported 2nd hand a friend at Numeralla saw trees down and estimated 100 km/h winds in a thunderstorm on 10/2/10. Time estimated to be about 0510 UTC from radar.,,,,,,,
23760,Wind,5638,12/02/2010 5:00,KIAMA,NSW,-34.6651,150.8512,56 knot wind gust recorded at Kiama AWS at 0500 UTC on 12/2/10.,,,,,,,
23760,Wind,5640,12/02/2010 5:00,GERRINGONG,NSW,-34.7484,150.8346,SES reported some jobs for wind damage from storm at Gerringong near Kiama about 0500 UTC.,,,,,,,
23761,Wind,5643,12/02/2010 4:30,FAIRFIELD,NSW,-33.8651,150.9512,SES reported about 50 jobs for wind damage from storm at Fairfield about 0430 UTC (time estimated from radar).,,,,,,,
23762,Wind,5644,12/02/2010 5:00,PARKES,NSW,-33.1317,148.1679,"Weatherzone forum post reported trees down to the north of Parkes, seemingly from damaging wind. Time uncertain, estimated to be roughly 0500 UTC.",,,,,,,
23762,Rain,3398,12/02/2010 5:00,PARKES,NSW,-33.1317,148.1679,"Weatherzone forum post reported flash flooding in Parkes area from a thunderstorm. Time uncertain, estimated to be about 0500 UTC.",,,,,,,
23763,Rain,3399,12/02/2010 6:20,OBERON,NSW,-33.6984,149.8679,"41 mm of rain recorded in 30 minutes, and 49 mm in 60 minutes, at Oberon hydrology station, starting at 5:20pm local time.",,,,,,,
23764,Rain,3400,12/02/2010 7:25,KANGY ANGY,NSW,-33.3234,151.3845,"39 mm of rain recorded in 30 minutes to 7:00pm local time, and 69 mm in 60 minutes to 7:25pm, at Kangy Angy hydrology station.",,,,,,,
23764,Rain,3401,12/02/2010 7:40,WYONG RIVER,NSW,-33.2484,151.3345,38 mm of rain recorded in 30 minutes to 7:10pm local time at Gears (Wyong River) hydrology station.,,,,,,,
23764,Rain,3402,12/02/2010 8:30,NARARA,NSW,-33.3984,151.3511,71.4mm of rain recorded in 60 minutes to 8:30pm local time including 50.8mm in 30 minutes to 8pm at Narara (Gosford) AWS.,,,,,,,
23765,Rain,3403,12/02/2010 9:55,MONA VALE,NSW,-33.6651,151.3012,42.2mm of rain recorded at Mona Vale in 30 minutes to 9:30pm local time and 73mm in 60 minutes to 9:55pm on 12/2/10.,,,,,,,
23765,Rain,3404,12/02/2010 9:55,HORNSBY,NSW,-33.7017,151.0973,69.2mm of rain recorded at Hornsby in 60 minutes to 9:55pm local time.,,,,,,,
23765,Rain,3405,12/02/2010 10:10,CHATSWOOD,NSW,-33.7817,151.1679,44mm of rain recorded at Chatswood in 30 minutes to 10:40pm local time on 12/2/10.,,,,,,,
23765,Rain,3406,12/02/2010 10:10,OBSERVATORY HILL,NSW,-33.8484,151.2012,40.2mm of rain recorded at Sydney Observatory Hill in 30 minutes to 10:40pm local time on 12/2/10.,,,,,,,
23766,Wind,5645,23/02/2010 4:15,CULGOORA,NSW,-30.3151,149.5678,"95km/h wind gust measured at Australia Telescope, Culgoora (west of Narrabri) in storm which began about 3:15pm local time on 23/2/10. ",,,,,,,
23766,Rain,3410,23/02/2010 4:15,CULGOORA,NSW,-30.3151,149.5678,34mm of rain measured in 20 minutes starting about 3:15pm local time at Australia Telescope at Culgoora (west of Narrabri) on 23/2/10.,,,,,,,
23767,Wind,5646,23/02/2010 7:30,WOOLBROOK,NSW,-30.9651,151.3511,Storm spotter reported trees blown down by strong winds in a storm lasting 30 minutes starting about 6:30pm local time at Wllobrook on 23/2/10. Spotter claims to have estimated the strongest wind speed at 103 km/h. Rounded it to 100 km/h (54 knots).,,,,,,,
23767,Rain,3413,23/02/2010 7:30,WOOLBROOK,NSW,-30.9651,151.3511,Storm spotter reported local flooding and 22 mm of rain in 30 minutes at Woolbrook in a storm beginning about 6:30pm (local time) on 23/2/10. Rainfall doesn't meet severe criteria but flooding report qualifies as severe.,,,,,,,
23768,Wind,5647,26/02/2010 6:01,WHITE CLIFFS,NSW,-30.8485,143.0846,52 knot gust recorded at White Cliffs at 0601 UTC on 26/2/10.,,,,,,,
23769,Wind,5648,26/02/2010 7:45,WHITE CLIFFS,NSW,-30.8485,143.0846,55 knot gust recorded at White Cliffs at 0745 UTC on 26/2/10.,,,,,,,
23770,Rain,3414,28/02/2010 5:30,SPRINGWOOD,NSW,-33.6984,150.5679,41 mm of rain measured by a storm spotter at Springwood in 25 minutes starting at 4:30pm local time on 28/2/10.,,,,,,,
23771,Rain,3415,6/03/2010 19:40,Wagga,NSW,-35.1152,147.3679,"SES reported local flooding in Wagga Wagga from rain commencing about 19:40 UTC on 6/3/10 and lasting for about 3 hours (time estimated from radar) as well as Kiandra Creek breaking its banks. 70 residents affected by flash flooding of creek at Ladysmith. 30 residents from properties between Ladysmith and Book Book evacuated. Numerous road closures including Hume, Newell, Cobb and Stuart highways. 114 requests for assistance in the Murrumbidgee region.",,,,,,,
23772,Rain,3416,7/03/2010 4:17,YANCO,NSW,-34.5985,146.4179,44 mm of rain recorded at Yanco in 60 minutes to 4:17pm on 7/3/10.,,,,,,,
23773,Hail,3068,7/03/2010 3:40,DENILIQUIN,NSW,-35.5318,144.9347,2cm hail reported by email from a storm at Deniliquin between about 0340 and 0410 UTC on 7/3/10 (time estimated from radar).,,,,,,,
23774,Rain,3417,22/03/2010 14:00,YAMBA,NSW,-29.4401,153.3595,Report from farmer 2km west of Yamba via a storm spotter of 108 mm of rain in a storm starting about 1am on 23/3/10 (local time) and lasting about 3.5 hours (time estimated from radar).,,,,,,,
23774,Rain,3418,22/03/2010 14:00,HARWOOD,NSW,-29.4234,153.2428,Report from farmer near Harwood west of Yamba via a storm spotter of 190 mm of rain in a storm starting about 1am on 23/3/10 (local time) and lasting about 3.5 hours (time estimated from radar).,,,,,,,
23775,Hail,3069,28/03/2010 4:30,BUNDANOON,NSW,-34.6556,150.2996,"Hail damage to a car from a storm near Bundanoon on 28/3/10 reported via friend of Bureau forecaster. Time estimated to be about 0430 UTC, from first appearance of most intense echoes on radar.",,,,,,,
23776,Tornado,1091,2/06/2010 21:30,LENNOX HEAD,NSW,-28.7984,153.5845,"Tornado associated with a supercell thunderstorm formed over water then moved over land at Lennox Head, causing severe damage to many homes and overturning caravans at the caravan park at about 7:30am on 3/6/10 (local time). Up to 6 people reported injured, 2 requiring hospitalisation. Widespread media coverage with video footage and damage photos on media websites.",,,,,,,
23776,Wind,5649,2/06/2010 22:45,CAPE BYRON,NSW,-28.6317,153.6345,48 knot wind gust from supercell thunderstorm recorded at Cape Byron AWS at 2245 UTC on 2/6/10 (morning of 3/6/10 local time).,,,,,,,
23778,Hail,3075,28/01/2010 5:35,CASSILIS,NSW,-32.0067,149.9846,NULL,,,,,,,
23780,Tornado,1098,10/08/2010 6:30,MOAMA,NSW,-36.0985,144.7513,"Photo evidence of a funnel cloud extending from the cloud base.  Reports of roofs off at least one house.  Lots of low level shear was present and tornadoes were possible.  Radar cell ~16:15 local, media report suggested 5pm.  No conclusive proof, but an F0/F1 tornado looks very possible.",,,,,,,
23781,Hail,3166,15/08/2010 2:50,TURRAMURRA,NSW,-33.7317,151.1346,"Most reports from the metropolitan area from Bureau staff were of small hail in Normanhurst, Beaumont Hills, St Ives, French's Forest, Dee Why, but this report from spotter 1.5cm to 2cm hail.  Another spotter at Oberon also reported small hail.",,,,,,,
23783,Rain,3549,20/03/2011 23:00,BLACKBUTT,NSW,-34.5706,150.8429,"Landslides, flooding. Cars washed away. Water coming up through drains. Man swept into drain at Warilla.",,,,,,,
23784,Rain,3550,11/03/2011 3:35,SOUTH TAMWORTH,NSW,-31.1095,150.9147,Built up in very short period of time. Heavier underlay then built in to it. Nil wind. Plenty lightning - invertic cool breeze after,,,,,,,
23784,Lightning,269,11/03/2011 3:40,SOUTH TAMWORTH,NSW,-31.1095,150.9147,Thunder heard. Plenty Lightning.,,,,,,,
23785,Wind,5884,28/02/2011 8:15,BROKEN HILL,NSW,-31.9652,141.4513,Erratic winds from WNW-SE,,,,,,,
23785,Wind,5885,28/02/2011 8:15,BROKEN HILL,NSW,-31.9652,141.4513,Erratic winds from WNW-SE,,,,,,,
23785,Hail,3212,28/02/2011 8:15,BROKEN HILL,NSW,-31.9652,141.4513,"Windows broken, iron dented, cars dented, guttering ripped off. Most common size 1cm",,,,,,,
23785,Lightning,270,28/02/2011 8:15,BROKEN HILL,NSW,-31.9652,141.4513,Extremely violent storm. Thunder hear. Storm moved towards east.,,,,,,,
23785,Rain,3551,28/02/2011 8:15,BROKEN HILL,NSW,-31.9652,141.4513,Roads awash and impassable; creeks/storm water drains over-flowing.,,,,,,,
23785,Tornado,1110,28/02/2011 8:15,BROKEN HILL,NSW,-31.9652,141.4513,"Rope column shape, extending from cloud base to ground. Well defined, rotation evident; howling noise heard, debris churned up at the ground. Small size.%D Huge trees toppled over. Rooves torn off, fences down",,,,,,,
23785,Tornado,1122,28/02/2011 8:36,BROKEN HILL,NSW,-31.9652,141.4513,"6am Synop for Broken Hill on the 1st March reports tornado the previous evening Feb 28th at 19:06pm local.  Broken Hill is UTC  9:30.  So UTC time of event was 08:36Z. ""Considerable damage"" reported.",,,,,,,
23786,Rain,3552,2/02/2011 9:30,BURRA,NSW,-35.5484,149.2179,Gutters overflowing for 20 mins. Storm-water drains overflowing,,,,,,,
23787,Hail,3213,19/01/2011 6:20,NAMBUCCA HEADS,NSW,-30.6415,152.9906,"Severe storm. hail up to 50c size. Flash flooding, Structural damage and severe lightning strikes",,,,,,,
23787,Rain,3553,19/01/2011 6:20,NAMBUCCA HEADS,NSW,-30.6415,152.9906,NULL,,,,,,,
23788,Rain,3554,22/01/2011 15:05,WINDRADYNE,NSW,-33.404,149.5457,None,,,,,,,
23789,Rain,3555,22/02/2011 1:20,CANOBOLAS,NSW,-33.3317,148.9846,"Thunder heard. Localised event. Second time very heavy rain fallen within past month. Storm moved towards E/SE. Location was 3-4 km SW of Mt Canobolas, Towac Valley. No wind",,,,,,,
23790,Rain,3556,11/12/2010 1:30,BALLINA,NSW,-28.8317,153.5345,Ballina Airport AWS was not much affected by the storm which was recorded 27mm. Downtown Ballina was worst affected. Thunder and lightning. Storm moved towards E/SE. Winds were westerly.,,,,,,,
23791,Tornado,1111,8/12/2010 2:05,BROKEN HILL,NSW,-31.9652,141.4513,Funnel developed 1305-125 local. Remained about 60 metres above ground. Very violent thunderstorm with strong wind gusts. No hail observed at observation site. Storm lasted 45 minutes,,,,,,,
23791,Rain,3616,8/12/2010 5:45,BROKEN HILL,NSW,-31.9652,141.4513,SES reported ~20 jobs for Broken Hill area - mostly for heavy rain flash flood assistance.  No tree jobs.  (There were ~ 33 jobs in western region).,,,,,,,
23793,Rain,3611,2/12/2010 8:53,CANBERRA AIRPORT,NSW,-35.3167,149.2,LGA: ACT,,,,,,,
23793,Rain,3612,2/12/2010 8:53,WAGGA WAGGA,NSW,-35.1152,147.3679,SES reports flash flooding jobs coming in rapidly from the Wagga Wagga area.,,,,,,,
23793,Rain,3558,2/12/2010 15:00,BURRA,NSW,-35.5484,149.2179,Perennial streams in full flood. Gutters overflowing for 20 minutes. Roads awash and impassable.,,,,,,,
23794,Rain,3610,26/11/2010 3:10,BOWRAL,NSW,-34.4817,150.4179,NULL,,,,,,,
23794,Rain,3559,26/11/2010 3:30,BOWRAL,NSW,-34.4817,150.4179,LGA: Wollondilly/Wingecarribee. Thunder and Lightning. Storm headed SE. Small hail but only to 1cm. Power line struck [by lightning] at front property,,,,,,,
23795,Rain,3560,5/11/2010 1:33,BULLARAH,NSW,-29.583,149.2167,"Thunder and lightning. Hail pea sized. Storm seemed to make up overhead, building up as it travelled east, having heard of falls of 50-75mm east of here. Storm moved E with SW then E winds.",,,,,,,
23796,Rain,3561,20/03/2011 6:00,BARGO,NSW,-34.2984,150.5846,Thunder heard. Storm moved towards N/NW,,,,,,,
23797,Wind,5887,10/09/2010 4:00,ALBION PARK AERODROME,NSW,-34.5651,150.7846,LG:Greater Wollongong,,,,,,,
23798,Wind,5888,27/09/2010 3:27,COONAMBLE AIRPORT,NSW,-30.9651,148.3679,NULL,,,,,,,
23799,Hail,3214,22/10/2010 5:16,STANWELL TOPS,NSW,-34.2234,150.9762,"Weatherzone Poster reported driving through ""3cm hail"" at Stanwell Tops. May be exaggerated and was not measured.",,,,,,,
23800,Rain,3564,24/10/2010 2:30,GOONENGERRY,NSW,-28.6151,153.4345,This event was outside the warning area at the time. Slow moving storm sat on this spot.,,,,,,,
23801,Wind,5889,30/10/2010 8:13,NARRANDERA,NSW,-34.7485,146.5512,NULL,,,,,,,
23802,Hail,3215,1/11/2010 5:30,EAST SEAHAM,NSW,-32.6401,151.7484,LG: Greater Newcastle. Second hand report through YWLM from pilot who lives under storm path. Reported small hail 1ft(33cm) deep. Destroyed/shredded a garlic corp. About fingernail size.,,,,,,,
23806,Hail,3216,8/11/2010 5:24,LLANDILO,NSW,-33.7151,150.7512,LGA: Sydney%D Varying wind. Hail 5-10c coin size,,,,,,,
23806,Hail,3217,8/11/2010 5:45,PICTON,NSW,-34.1817,150.6012,LGA: Wollondilly/Wingecarribee%D 20 mins duration. 2cm hail,,,,,,,
23807,Hail,3218,8/11/2010 6:20,CANBERRA,NSW,-35.3,149.1333,"LGA: Canberra%D Mostly pea sized hail, with 10% about 2cm.%D Also very heavy rain",,,,,,,
23808,Hail,3221,8/11/2010 5:50,CABRAMATTA,NSW,-33.8984,150.9346,LGA: Sydney%D %D 50mm rain in 1 hour. Large number of lightning strikes with later storm @1950 local,,,,,,,
23808,Rain,3577,8/11/2010 5:50,CABRAMATTA,NSW,-33.8984,150.9346,LGA: Sydney%D %D 3cm hail. Large number of lightning strikes with a later storm @1950 local,,,,,,,
23808,Hail,3219,8/11/2010 6:38,LEPPINGTON,NSW,-33.9651,150.8012,LGA: Sydney,,,,,,,
23808,Hail,3220,8/11/2010 10:15,RICHMOND AERODROME,NSW,-33.5984,150.7679,LGA: Sydney,,,,,,,
23809,Rain,3579,9/11/2010 6:00,TUGRABAKH,NSW,-31.9651,151.9845,Light hail. Another spotter 2km west recorded 32mm from same storm,,,,,,,
23810,Rain,3589,10/11/2010 4:13,TUGRABAKH,NSW,-31.9651,151.9845,196 points,,,,,,,
23811,Wind,5895,10/11/2010 5:39,MURRURUNDI,NSW,-31.7651,150.8345,NULL,,,,,,,
23813,Rain,3590,16/11/2010 4:10,BOONANGHI,NSW,-31.0817,152.6178,49mm in 1 hour,,,,,,,
23814,Rain,3608,21/11/2010 6:00,TIBOOBURRA,NSW,-29.4152,142.0346,"Over 30mm in 30 mins, with 40knot wind gust reported",,,,,,,
23815,Rain,3609,21/11/2010 3:30,COBAR,NSW,-31.4985,145.8346,NULL,,,,,,,
23819,Wind,5905,1/12/2010 2:30,HERMIDALE,NSW,-31.5317,146.7012,2nd hand report to Cobar observer of Silo knocked down in Hermidale (between Cobar and Nyngan) as well as hay bales on a truck ripped off.,,,,,,,
23819,Tornado,1113,1/12/2010 2:38,COBAR,NSW,-31.4985,145.8346,"Bureau's Cobar observer thought he saw a 1/2 funnel cloud"" out of the bottom of a CB - it didn't reach the ground and he wasn't positive it even was one"," but could have been - very brief - but thought he saw rotation.""",,,,,,
23820,Rain,3613,2/12/2010 21:00,PARKES AIRPORT,NSW,-33.1317,148.2346,According to Hydro IFD tables the average recurrence interval of 1 in 10 yr event at Parkes is 37.7mm in 1 hour.  Parkes exceed this with 42.4mm.,,,,,,,
23820,Rain,3614,2/12/2010 23:15,MANILDRA,NSW,-33.1817,148.6846,Storm Spotter reports that Mandagery Creek at Manildra has risen 3m since 8:30am i.e. in 1 hour 45 minutes.,,,,,,,
23821,Wind,5904,3/12/2010 4:40,Berrigan,NSW,-35.6318,145.8013,Wind damage to trees.  Visually looks like severe crop damage.,,,,,,,
23821,Rain,3615,3/12/2010 4:40,BERRIGAN,NSW,-35.6318,145.8013,Rain estimated as rain gauge overflowed.,,,,,,,
23822,Wind,5906,8/12/2010 7:34,WAGGA WAGGA AERODROME,NSW,-35.1318,147.4179,NULL,,,,,,,
23824,Rain,3617,9/12/2010 0:00,PARKES AIRPORT,NSW,-33.1317,148.2346,NULL,,,,,,,
23824,Wind,5907,9/12/2010 2:08,ORANGE AIPORT,NSW,-33.3817,149.1346,NULL,,,,,,,
23824,Rain,3618,9/12/2010 2:36,MANILDRA,NSW,-33.1817,148.6846,Mandagery Creek at Manildra has risen 2.5m in half an hour.,,,,,,,
23825,Rain,3619,9/12/2010 3:00,MOUNT GRAY,NSW,-34.7651,149.7679,"Mt Gray, Goulburn reported 35.7mm in 1 hour to 3pm.",,,,,,,
23826,Rain,3661,9/12/2010 8:17,COONAMBLE AIRPORT,NSW,-30.9651,148.3679,NULL,,,,,,,
23827,Rain,3662,11/12/2010 3:55,EVANS HEAD,NSW,-29.1151,153.4345,10km N of Evan's Head. 78mm in 2 hour period.,,,,,,,
23828,Wind,5923,13/12/2010 7:23,TABULAM,NSW,-28.8817,152.5678,"Spotter is former Bureau staff member. ""Trees about 40cm in diameter snapped with limbs down all over the place.""",,,,,,,
